"title","subtitle","place","period","publisher","periodicity","language"
"Tribuna de Sao Carlos","periodico dedicado a lavoura e ao commercio","São Carlos do Pinhal [São Carlos, SP]","1876-","Typ. da Tribuna de S. Carlos","Semanal","por"
"Tribuna do Commercio","orgao da Colonia Portuguesa no Brazil","Rio de Janeiro, RJ","1880","Typ. Cosmopolita","3 vezes por semana","por"
"Tribuna do Leste","","Manhuaçu, MG","1979","","Desconhecida",""
"Tribuna do Leste","","Manhuaçu, MG","","","Desconhecida","por"
"Tribuna do Mucuri","","Teófilo Otoni, MG","1969","","",""
"Tribuna do Povo","","Rio de Janeiro, RJ","1880","Typ. Cosmopolita","Semanal","por"
"Tribuna do Povo","","Rio Branco, AC","1957-1959","","Indeterminada",""
"Tribuna do Povo","","Uberaba, MG","1894","","Mensal",""
"Tribuna do Povo","","S. Luiz [São Luis, MA]","1949-1959","[s.n.]","Desconhecida","por"
"Tribuna do Povo","folha republicana parlamentarista","Santos, SP","1894","[s.n.]","Diária","por"
"Tribuna do Povo","jornal das conferencias publicas na America e na Europa","Rio de Janeiro, RJ","1870-","Typ. J.A. Cardoso e Irmao","Semanal","por"
"Tribuna do Povo","orgam noticioso","Tijucas, SC","1914","","Desconhecida","por"
"Tribuna do Povo","orgao da opinião publica","Fortaleza","","Typ. Popular","Desconhecida","por"
"Tribuna Federal","orgao do Partido Federal","Pelotas, RS","1892","[s.n.]","Desconhecida","por"
"Tribuna Liberal : orgão do partido","","Rio de Janeiro, RJ","1888-1889","Typ. da Tribuna Liberal","Diária","por"
"Tribuna Liberal","","Nazaré, BA","[1885?]","[s.n.]","Semanal","por"
"Tribuna Liberal","jornal politico e litterario","São Paulo, SP","1867","Typ. do Livro do Povo","Semanal","por"
"Tribuna Liberal","paladino da verdade e da justica","Cuiabá, MT","","","Desconhecida","por"
"Tribuna Militar","orgão das classes militares e dos interesses geraes do paiz","Rio de Janeiro, RJ","1881-1882","Typ. da Tribuna Militar","2 vezes por semana","por"
"Tribuna Negra","pela uniao social e politica dos descendentes da raca negra.","São Paulo, SP","1935","","Quinzenal",""
"Tribuna Operaria","orgam do partido operario","Belém, PA","1892","Typ. da Tribuna Operaria","Semanal","por"
"Tribuna Paulista","orgam dos operarios, critico, litterario e recreativo","Guaratinguetá, SP","1877","[s.n.]","Desconhecida","por"
"Tribuna Paulista","periodico litterario, commercial e noticioso","São Paulo, SP","1868","Typ. Arcense","Semanal","por"
"Tribuna Pharmaceutica : orgao do Instituto Pharmaceutico do Rio de Janeiro","","Rio de Janeiro, RJ","1874-1882","Typ. Cinco de Março","Mensal","por"
"Tribuna Popular","","Rio de Janeiro, RJ","1945-1947","","","por"
"Tribuna Popular","","Bahia [Salvador, BA]","1890","[s.n.]","Desconhecida","por"
"Tribuna Popular","","Penedo, AL","1897-1899","[s.n.]","2 vezes por semana","por"
"Tribuna Popular","","Penedo","1897-1899","[s.n.]","2 vezes por semana","por"
"Tribuna Popular","","Desterro [Florianópolis, SC]","1889","[s.n.]","3 vezes por semana","por"
"Tribuna Popular","jornal imparcial, noticioso e litterario","Maceió, AL","1881","Typographia do Jornal do Commercio","3 vezes por semana","por"
"Tribuna Popular","periodico commercial, agricola, litterario e noticioso","Maceió, AL","1888","[s.n.]","2 vezes por semana","por"
"Tribuna Popular","periodico commercial, agricola, litterario e noticioso","Maceió, AL","1887-1888","Typ. da Tribuna Popular","2 vezes por semana","por"
"Tribuna Sanjoanense","","São João del Rei, MG","1982","","",""
"Tribuna Sanjoanense","","São João del Rei, MG","","","Desconhecida","por"
"Tribuna Suburbana","","Rio de Janeiro, RJ","1910","[s.n.]","","por"
"Tribuna Universitaria","orgão oficial do DCE da UMG","Belo Horizonte, MG","1962","","Desconhecida",""
"Tribuna Varginhense","","Varginha, MG","1977","","","por"
"A Tribuna","","Santos, SP","1894-","A Tribuna de Santos Jornal e Ed","Diária","por"
"A Tribuna","de Ramos de Queiroz","Rio de Janeiro, RJ","1881","[s.n.]","Desconhecida","por"
"A Tribuna","semanario independente","São Joaquim, SC","1931","[s.n.]","Desconhecida","por"
"La Tribuna","organo independente","Florianópolis, SC","1932","","Desconhecida","por"
"Tribuno do Povo","orgão do club União Cearense","Manaus, AM","1890","Typ. d'A Epocha","Semanal","por"
"Tribuno do Povo","orgao do Partido Nacional","Maceió, AL","1887-","Typ. da Drogaria Alagoana","Semanal","por"
"Tribuno do Povo","orgao do Partido Nacional","Maceió, AL","1887","Typ. da Drogaria Alagoana","Semanal","por"
"O Tribuno do povo","jornal politico, noticioso e critico","Fortaleza","1863-","Typ. Cearense","6 vezes por mês","Texto em português"
"Tributo","a emerita artista = Marion Andree","Cachoeira, BA","1886-","Typographia da Ordem","N. especial","por"
"Tributo as Lettras","Oscar Leal, a illustrada imprensa cuyabana","Cuiabá, MT","1890","Typ. Particular","Semanal","por"
"Trinta de Maio","orgão do centro operario de Macae.","Macaé, RJ","1892","Typ. do Centro Operario","Duas vezes por semana",""
"Triplice Allianca","arte, industria e commercio","Bahia [Salvador, BA]","1888","[s.n.]","Semanal","por"
"Triumpho da Legitimidade","contra facção de Anarquistas","Rio de Janeiro, RJ","1825-","Typ. Nacional","Irregular","por"
"Triumpho da Legitimidade, contra a faccao de anarquistas","","Rio de Janeiro, RJ","1825-","Typ. Nacional","","por"
"O Triumpho","","Baturite, CE","1882","[s.n.]","Desconhecida","por"
"Triumvir Restaurador","","Rio de Janeiro, RJ","1833-","Typ. Fluminense de Brito","Desconhecida","por"
"A Trombeta","","Rio de Janeiro, RJ","1832-","Typ. de Thomaz B. Hunt","Desconhecida","por"
"Trovador","jornal de modinhas, recitativos para pianos, lundus, romances, arias, cancoes, etc","Rio de Janeiro, RJ","","Typ. Industria Nacional J. J. C. Cotrim","Semanal","por"
"O Trovao","orgão da pilheria e distraçao","Fortaleza","1884","[s.n.]","Semanal","por"
"O Trovao","orgam critico, litterario e noticioso","Florianópolis, SC","1899","","Semanal","por"
"O Trovao","orgao critico, litterario e noticioso","Florianópolis, SC","","","Semanal","por"
"Trovoada","","Rio de Janeiro, RJ","","","Desconhecida","por"
"Tubaronense","orgam defensor dos interesses populares","Tubarão, SC","1923 a 1924","","Indeterminada","por"
"O Tubaronense","orgam imparcial","Tubarão, SC","1906","","2 vezes por mês","por"
"O Tupy","orgão quinzenario, litterario e notícioso","Camocim, CE","1900","[s.n.]","Quinzenal","por"
"Turf","","Bahia [Salvador, BA]","1889","Imprensa Economica","Semanal","por"
"Typographo","orgao litterario","Desterro [Florianópolis, SC]","1888","Officina do Conservador","Semanal","por"
"O Typographo","jornal litterario e instructivo","Desterro [Florianópolis, SC]","1872","Typ. da Regeneraçao","Semanal","por"
"O Typographo","orgao noticioso","Itajaí, SC","1911","Officina do Conservador","Semanal","por"
"Rua do Ouvidor","","Rio de Janeiro, RJ","1898-1912","Typ. Casa Mont’Alverne","Semanal","por"
"Ubajara","hebdomadario literario, independente e noticioso","Ubajara, CE","1936-1937","","Semanal",""
"Luctador : noticioso, litero-humoristico","","Cachoeiro de Itapemirim, ES","1929-","[s.n.]","Semanal","por"
"UFV Informa","","Viçosa, MG","1977","","Desconhecida",""
"Guia Mensal do Jornal do Brasil","","Rio de Janeiro, RJ","1900-","Offic. do Jornal do Brasil","Mensal","por"
"Sul do Espirito Santo : orgao do Partido Constructor","","Cachoeiro de Itapemirim, ES","1894-","[s.n.]","Semanal","por"
"Ulk","","Blumenau, SC","1920-","[s.n.]","Indeterminada","por"
"Ulk","Wochenbeilage zum Berliner Tageblatt","Blumenau, SC","1920","","Indeterminada","ger"
"Ullgemeine Deutsche Zeitung","fur Brafillien","Rio de Janeiro, RJ","","","Semanal","por"
"Ultima Hora","","","","","","por"
"Ultima Hora","","Recife, PE","1962-1964","[s.n.]","Desconhecida","por"
"Um episódio da lei libertadora","","Nictheroy [Niterói, RJ]","1883","[s.n.]","","por"
"Um livro util e agradavel em forma de almanach","","Jacareí, SP","1888","Typ a vapor Baruel, Pauperio e Comp.","","por"
"Um Principe","","Rio de Janeiro, RJ","1883","[s.n.]","","por"
"Umaryrana","","","1899","","",""
"Uniao","jornal apolitico e independente uniao dos homens de cor dos Estados Unidos do Brasil","Curitiba, PR","1948","","Semanal",""
"União","orgam republicano","Laguna, SC","1899 - 1900","","Indeterminada","por"
"Uniao Academica","periodico quinzenal","Rio de Janeiro, RJ","1879-","Typ. de Machado, Costa e C.","Quinzenal","por"
"União artistica","","Fortaleza, CE","[1863-1865?]","Typ. Industrial","Semanal","por"
"União Brazileira","","Florianópolis, SC","","","Desconhecida","por"
"União Conservadora","orgão do partido no 2º. distrito","Laguna, SC","","","Desconhecida","por"
"União da Guia","orgão dos interesses locaes","Magé, RJ","1898-","Typ. d'O Fluminense","Quinzenal",""
"Uniao dos Proprietarios","orgam da sociedade Uniao dos Proprietarios : dedicado a defeza dos interesses das classes conservadoras","Rio de Janeiro, RJ","1905","Typ.Hildebrandt","","por"
"União e Crença","jornal spirita","São Paulo, SP","1881","Typ. do Tymbira","Mensal","por"
"União Federal","orgão defensor da industria e do commercio","Rio de Janeiro, RJ","1891","","Desconhecida",""
"Uniao Liberal","jornal politico, commercial e noticioso","Maceió, AL","1868-","Typ. da União Liberal","Diária","por"
"União Liberal","jornal politico, commercial e noticioso","Maceió, AL","1868-1871","Typ. da União Liberal","Diária","por"
"União Médica","archivo internacional de sciencias medicas","Rio de Janeiro, RJ","1811 - 1890","","Desconhecida","por"
"Uniao Operaria","orgao do operariado em Pernambuco","Recife, PE","1905-1907","Typ. do Jornal do Recife","Mensal","por"
"A Uniao Operaria","orgao da Uniao Operaria do Engenho de Dentro e do Partido Operario Indepedente","Rio de Janeiro, RJ","1905-","[s.n.]","Quinzenal","por"
"Uniao Postal","periodico litterario e noticioso","Ouro Preto, MG","","","","por"
"A União","","Campo Bello [Campo Belo, MG]","1895-1897","Typ. da União","Desconhecida","por"
"A União","","Rio de Janeiro, RJ","1905-1950","[s.n.]","Desconhecida","por"
"A União","orgão evolucionista","Rio de Janeiro, RJ","1888","[s.n.]","","por"
"Unica","revista feminina: litteratura, arte, elegancia, sociologia","Rio de Janeiro, RJ","1925","","Mensal",""
"O Universal","","Ouro Preto, MG","1825-","Typ. Officina Patricia de Barboza","3 vezes por semana","por"
"O Universo Illustrado","pittoresco e monumental","Rio de Janeiro, RJ","1858-","Typ. de Quirino e Irmao","3 vezes por mês","por"
"Universo Pittoresco","jornal de instruccao e recreio","Lisboa [Portugal]","1839-1844","Na Imprensa Nacional","Mensal","por"
"Uno Fato","","Caxias do Sul, RS","1997 - 2009","","Indeterminada","por"
"Muquyense : orgao republicano","","Villa de S. Joao do Muquy","1913?","","Desconhecida","por"
"A Urtiga","orgao das realidades","Fortaleza","1898","Typ. d'A Urtiga","Desconhecida","por"
"Museo Universal","jornal das familias brazileiras","Rio de Janeiro, RJ","1837-1844","Typ. Imperial e Constitucional de J. Villeneuve e comp.","Semanal",""
"Luz Brasileira","","Rio de Janeiro, RJ","1829-","Typ. de Lessa e Pereira","","por"
"A Vacca","","Fortaleza","1891","[s.n.]","Desconhecida","por"
"O Vadio","pilherico e jocoso","Fortaleza","1899","[s.n.]","Desconhecida","por"
"A Vaga","jornal critico e recreativo","Baturite, CE","1882","","Desconhecida","por"
"O Vagido","","Itajaí, SC","1911","","Mensal","por"
"O Valenciano","jornal da Sociedade Defensora da Liberdade e Independencia Nacional","Rio de Janeiro, RJ","1832-","Typ. Nacional","Desconhecida","por"
"Valle-Sapucahy","semanario popular","Pouso Alegre, MG","1886","","Desconhecida",""
"Vamos lêr!","","Rio de Janeiro, RJ","[1936-1948?]","","Mensal",""
"Vanguarda","periodico quinzenal","Campos Novos, SC","","","Desconhecida","por"
"Vanguarda","","Crato, CE","","","","por"
"Vanguarda","","Vila Pereira, MG","1982","","Desconhecida",""
"Vanguarda","","Florianópolis, SC","","","Desconhecida","por"
"Vanguarda","","Araranguá, SC","1928","","Desconhecida","por"
"Vanguarda","","São Francisco do Sul, SC","1932","","Indeterminada","por"
"Vanguarda","","Tubarão, SC","1897","","Indeterminada","por"
"A Vanguarda","orgao do Partido Liberal em Laguna","Laguna, SC","1934","[s.n.]","Desconhecida","por"
"A Vanguarda","orgao dos interesses do municipio","Tijucas, SC","1918","[s.n.]","Desconhecida","por"
"O Vapor","jornal causticante","Fortaleza","1900","[s.n.]","Semanal","por"
"A Vassoura","orgao da limpeza da Rua e dos blocos","Fortaleza","1898","[s.n.]","Desconhecida","por"
"Vassourense","periodico imparcial, noticioso e litterario","Vassouras, RJ","1882-","Typ. do Vassourense","Semanal","Texto em portugues"
"Velha Serrana","","Pintangui, MG","1912","","Semanal",""
"O Velho Brazil","","Rio de Janeiro, RJ","1853-","Typ. Americana de J. J. da Rocha","Bissemanal","por"
"Vellosia","contribuicoes do Museu Botanico do Amazonas","Manaus, AM","1887","Typ. do Jornal do Amazonas","Desconhecida","por"
"A Ventarola","","Rio de Janeiro, RJ","1887","Typ. Litlh. a vapor A. Marques e C.","Desconhecida","por"
"A Ventarola","periodico dos alunos do Lyceu de Artes e Officios","Rio de Janeiro, RJ","1881-","Typ. da Tribuna Militar","Semanal","por"
"Vera-Cruz","","Itajaí, SC","1922","","Indeterminada","por"
"Verdade","orgam de propaganda ante-jesuitica","Florianópolis, SC","1903 a 1904","","Desconhecida","por"
"Verdade e Luz","revista quinzenal de espiritualismo scientifico","São Paulo","","Typ. Spirita","Quinzenal","por"
"Verdade e Luz","orgam do espiritualismo scientifico","São Paulo, SP","1891","","Quinzenal",""
"A Verdade","hebdomadario neutro","Pão d'Assucar [Pão de Açúcar, AL]","1893-","Typ. d'A Verdade","Semanal","por"
"A Verdade","orgão dedicado aos interesses geraes","Rio de Janeiro, RJ","1888-","[s.n.]","Desconhecida","por"
"A Verdadeira Instrucção Publica","orgão dos professores publicos de instrucção primaria da corte","Rio de Janeiro, RJ","1872-","Typ. Particular, de Espirito Santo","Quinzenal","por"
"Verde","revista mensal de arte e cultura","São Paulo, SP","1978","Metal Leve","","por"
"Vespas","revista mensal, critica e humoristica","Porto [Portugal]","1880","Typ. de A.J. da Silva Teixeira","Mensal","Texto em portugues"
"Via Lactea","orgam do gremio litterario Jose do Patrocinio","Diamantina, MG","1914","","Desconhecida",""
"Via Lactea","quinzenal de sciencias e letras","Cantagalo, RJ","1905-","Typ. do Correio de Cantagallo","Quinzenal",""
"Via Lateral","revista de arte e cultura","[S.l.]","2017 a 2018","","Bimensal","por"
"O Viajante","","Sobral, CE","1886-1887","Typ. do Sobralense","Irregular","por"
"Victoriense","jornal litterario, commercial e noticioso","Santa Vitoria do Palmar, RS","1876","Typ. do Victoriense","2 vezes por semana","por"
"Victrix","","Curitiba, PR","1902","","","por"
"Vida : revista universitaria","","Rio de Janeiro, RJ","","","","por"
"Vida Capichaba","revista quinzenal illustrada","Espírito Santo [Vila Velha, ES]","","","","por"
"Vida carioca","","Rio de Janeiro, RJ","1921","","Quinzenal",""
"A Vida de Hoje","chronica de litteratura e sport","São Paulo, SP","1897-1899","[s.n.]","Desconhecida","por"
"Vida Domestica","","Rio de Janeiro, RJ","","","Desconhecida","por"
"Vida Escolar","orgao dos alumnos da Escola de Applicacao","Rio de Janeiro, RJ","1929","[s.n.]","Desconhecida","por"
"Vida Esportiva","","Caxias do Sul, RS","1954 - 1955","","Indeterminada","por"
"Vida Fluminense","periodico illustrado, litterario e sportivo","Rio de Janeiro, RJ","1889-","Imp. Lith. e Typ. de Pereira Braga e C.","","por"
"Vida Futura","periodico de propaganda espirita","Araranguá, SC","1912 a 1915","","Mensal","por"
"Vida literária","artistica e social","Rio de Janeiro, RJ","1931-","s.n.]","Mensal","Texto em português"
"Vida Moderna","","Rio de Janeiro, RJ","","","","por"
"A Vida Moderna","","São Paulo, SP","1910 a 1926","","Desconhecida","por"
"Vida nocturna","","Rio de Janeiro, RJ","[1924?]-","F. Marte & C.","Semanal","Texto em português e alguns textos em francês"
"Vida nova","","Belo Horizonte, MG","1925-","s.n.]","Quinzenal","Texto em português"
"Vida Politica : suplemento de A Manha","","Rio de Janeiro, RJ","","","","por"
"Vida Sportiva","hebdomadario sportivo e mundano","Rio de Janeiro, RJ","1917","","Mensal",""
"O Vigilante","critico, litterario e noticioso","Pilar, AL","1887-1900","Typ. Manguaba","Semanal","por"
"O Vigilante","jornal da Sociedade Pacificadora","Sabará, MG","1833-1835","Typ. da Sociedade Pacificadora","2 vezes por semana","por"
"O Vigilante","orgam noticioso e litterario","Tubarão, SC","1901","Typ. de la Patria","Desconhecida","por"
"O Vigilante","orgao critico e litterario","Desterro [Florianópolis, SC]","1887","Typ. da Tribuna Popular","Desconhecida","por"
"Villa Rica","","Ouro Preto, MG","1901","","Desconhecida",""
"Vin Licft","orgam genital","Angelina, SC","","","Desconhecida","por"
